p_id;p_ident;p_number;p_projet;Type_publication;p_titre;p_type_com;p_speaker_invite;p_nom_conference;p_date_debut_conference;p_date_fin_conference;p_ville_conference;p_pays_conference;p_lien_conference;p_nom_journal;p_publication_journal;p_volume_journal;p_pages_journal;p_annee_publication;p_doi;p_url_bdd;p_date_soumission;p_date_notification;p_date_soumission_finale;p_nom_responsable;p_liste_auteurs;p_affiliation;p_directeur_stage;p_date_debut_stage;p_date_fin_stage;p_award;p_date_soutenance_these;p_composition_jury_these;p_etablissement_delivrant_these;p_directeur_these;p_date_debut_these;p_date_fin_these;p_nom_meeting;p_date_meeting;p_auteur;p_avec_abstract;Statut;p_actif
1176;S087-24;24;S087;Communication;High fidelity multi-component wing, pylon, nacelle and mounts industrial MDO application;;;AIAA AVIATION  Forum 2025;22/07/2025;25/07/2025;LAs Vegas;États-Unis;;;;;;;;;;;;;A. Gazaix, N. Roussouly, M. De Lozzo, F. Gallard, V. Ambert, V. Drouet, C. Thoulon, T. Druot, S. Coniglio, J.-F. Figue, S. Bandopadhyay, A. Tur, F. Cueille, A. Scotto, A. Dechaume, J.-C. Giret, G. Ruiz Jimenez, S. Grihon;IRT Saint Exupéry, Expleo Group, Capgemini, ENAC, Airbus;;;;non;;;;;;;;;74;1;Réalisé;1
1177;S087-25;25;S087;Communication;Industrial Application of a Multi-disciplinary Design Optimization with uncertainties to a pair of telecommunication satellites;;;AIAA Aviation Forum 2025;22/07/2025;25/07/2025;LAs Vegas;États-Unis;;;;;;;;;;;;;O. Sapin, L. Cousin,  N. Roussouly, A. Gazaix, F. Gallard, M. De Lozzo;IRT Saint Exupéry;;;;non;;;;;;;;;74;1;Réalisé;1
1178;A070-1;1;A070;Communication;Optimal aircraft fleet and energy mix under limited availability of resources;;;ISABE 2024;;;Toulouse;France;;;;;;;;;;;;;Ian Costa-Alves,  Nicolas Gourdain, François Gallard and Anne Gazaix;IRT Saint Exupéry, ISAE-SupAero;;;;;;;;;;;;;74;0;Réalisé;1
1179;U010-2;2;U010;Communication;Advanced MDO and robust optimization with GEMSEO.org;;;ECCOMAS 2024;03/06/2024;07/06/2024;Lisbon;Portugal;;;;;;;;;;;;;Anne Gazaix François Gallard, Jean-Christophe Giret, Matthias De Lozzo;IRT Saint Exupéry;;;;;;;;;;;;;697;0;Réalisé;1
1180;U010-3;3;U010;Communication;TOWARD DISTRIBUTED AND SCALABLE MULTI-DISCIPLINARY OPTIMIZATION WITH GEMSEO;;;AEROBEST 2025;22/04/2025;24/04/2025;Lisbon;Portugal;;;;;;;;;;;;;Jean-Christophe Giret, Francois Gallard, Antoine Dechaume, Jérome Fasquel, Jean-Francois Figué and Anne Gazaix;IRT Saint Exupéry;;;;;;;;;;;;;697;0;Réalisé;1
1181;U010-4;4;U010;Communication;MULTI-DISCIPLINARY DESIGN OPTIMIZATION UNDER UNCERTAINTY: THE OPEN SOURCE CAPABILITIES OF GEMSEO;;;UNCECOMP 2025,  6th ECCOMAS Thematic Conference on Uncertainty Quantification in Computational Sciences and Engineering;15/06/2025;18/06/2025;Rhodes;Greece;;;;;;;;;;;;;Matthias De Lozzo, Clement Laboulfie, Olivier Sapin, Nicolas Roussouly, Francois Gallard, Amine Aziz-Alaoui, Antoine Dechaume, and Anne Gazaix;IRT Saint Exupéry;;;;;;;;;;;;;697;0;Réalisé;1
1183;A074-3;3;A074;Communication;Etude de l'impact des variations d'épaisseur d'un composite tissé sur les propriétés mécaniques;;;26eme Congrès Français de Mécanique;25/08/2025;29/08/2025;Metz;France;https://cfm2025.sciencesconf.org/;;;;;;;;22/04/2025;;;;Mickael Leicht, Gautier Girard, Norman Mathieu, Baptiste Arati, Fabio Coccetti, Sébastien Mercier;;;;;;;;;;;;;;831;0;Réalisé;1
1185;A074-4;4;A074;Poster;Estimation de la durée de vie d'interconnexions de circuits imprimés contenant des puces GaN enfouis en utilisant des modèles EF;;;Journée du Packaging PowerAlps;03/07/2024;03/07/2024;Grenoble;France;https://jpp-2024.sciencesconf.org/;;;;;;;;;;;;Mickael Leicht, Gautier Girard, Sébastien Mercier, Baptiste Arati, Raphael Riva, Laure Rocheron, Fabio Coccetti;;;;;;;;;;;;;;831;0;Réalisé;1
1188;S023-14;14;S023;Communication;Onboard AI for Environmental Monitoring: Early In-Orbit Results from Multi-Mission Demonstrations;;;European Conference on Artificial Intelligence (ECAI 2025);25/10/2025;30/10/2025;Bologne;Italie;https://ecai2025.org/;;;;;;;;;;;;T. Goudemant, C. Szywala, A. Girard;IRT Saint Exupéry;;;;;;;;;;;;;948;0;Refusé;1
1190;M070-5;5;M070;Communication;Development of a sol-gel based coating for aluminum fire protection;;;SF2M-Sud Ouest Annual Meeting - Advanced materials through low temperature processing;03/06/2025;03/06/2025;Bordeaux;France;https://sf2m-so-lowtemp.sciencesconf.org/;;;;;;;;13/05/2025;;;;Julien Garcia, Marie Busquet;IRT Saint Exupéry;;;;oui;;;;;;;;;669;1;Réalisé;1
1194;U017-3;3;U017;Communication;Evaluating the reliability of highly demanding Power Electronic for electrical mobility : key findings from Archimedes Chips JU Project & other collaborative projects;;;ADTC 2025;14/05/2025;16/05/2025;Grenoble;France;https://adtc-conference.eu/;;;;;;;;;12/05/2025;14/05/2025;;Marina Labalette;IRT saint exupery;;;;;;;;;;;;;1272;0;Réalisé;1
1195;S023-15;15;S023;Communication;Le projet IRMA - Une illustration de l’utilisation de l’IA pour le spatial, des centres de données HPC aux dispositifs embarqués;;;Forum Teratec 2025;21/05/2025;22/05/2025;Paris;France;https://www.forumteratec.com/;;;;;;;;;;;;A. Girard;IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1196;S023-16;16;S023;Communication;Explaining raw data complexity to improve satellite onboard processing;;;European Data Handling &  Data Processing Conference (EDHPC 2025);13/10/2025;17/10/2025;Elche;Espagne;https://atpi.eventsair.com/edhpc-2025/;;;;;;;;;;;;A. Dorise, M. Bellizzi, A. Girard, S. May;CNES, IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1201;M014-12;12;M014;Communication;Persistance des structures issues de la fabrication additive dans un alliage base nickel ?/ ?’ et influence sur la tenue mécanique à haute température;;;La Métallurgie Quel Avenir !;23/06/2025;27/06/2025;Toulouse;France;https://metav2025.sciencesconf.org/;;;;;;;;;16/04/2025;31/01/2025;;Auger J-M., Hughes J., Prillieux A., Perusin S.;IRT St Exupéry;;;;;;;;;;;;;1286;1;Réalisé;1
1203;U017-4;4;U017;Communication;Contribution à la définition des enjeux et verrous de la soutenabilité en électronique de puissance;;;SGE2025;01/07/2025;03/07/2025;TOULOUSE;France;https://sge2025.sciencesconf.org/resource/page/id/13;;;;;;;;;;30/05/2025;;Adrien Voldoire1, Guillaume Vine2, Luiz Villa3, Paul-Etienne Vidal2, Ulrich Soupremanien4, Florentin Salomez5, Boubakr Rahmani6, Tanguy Phulpin1, Pierre Lefranc5, Lionel Laudebat7, Marina Labalette13, Pierre-Olivier Jeannin5, Hugo Helbling8, Suzanne Guill;Université Paris-Saclay, CentraleSupélec, CNRS, Laboratoire de Génie Électrique et Électronique de Paris, 91192, Gif-sur-Yvette, France 2 Univ. Toulouse, INP-ENIT, LGP, 65000 Tarbes, France 3 LAAS-CNRS, 7 avenue du Colonel Roche, 31031, Toulouse, France 4;;;;;;;;;;;;;1272;0;Réalisé;1
1206;S033-63;63;S033;Communication;DRIM: Learning Disentangled Representations from Incomplete Multimodal Healthcare Data;;;MICCAI;06/10/2024;10/10/2024;MARRAKESH;MOROCCO;https://conferences.miccai.org/2024/en/;;;;;;;;;;;;Lucas Robinet, Ahmad Berjaoui, Ziad Kheil, Elizabeth Cohen-Jonathan Moyal;IUCT , IRT Saint Exupery;;;;;;;;;;;;;591;0;Réalisé;1
1207;S033-64;64;S033;Article journal;Towards real-time calibration-free LIBS supported by machine learning;;;;;;;;;Spectrochimica Acta Part B: Atomic Spectroscopy;01/02/2025;;;;;;;;;;Aurélien Favre, Alexis Abad, Alexandre Poux, Léo Gosse, Ahmad Berjaoui, Vincent Morel, Arnaud Bultel;;;;;;;;;;;;;;591;0;Réalisé;1
1208;S033-65;65;S033;Communication;Multimodal Masked Autoencoder Pre-training for 3D MRI-Based Brain Tumor Analysis with Missing Modalities;;;European Conference on Artificial Intelligence (ECAI);25/10/2025;30/10/2025;Bologne;Italie;https://ecai2025.org/;;;;;;;;;;;;Lucas Robinet, Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IUCT, IRT SAINT EXUPERY;;;;;;;;;;;;;591;0;Réalisé;1
1209;S033-66;66;S033;Article journal;Perspectives de l’intelligence artificielle dans la ré-irradiation des glioblastomes de l’adulte;;;;;;;;;Innovations & Thérapeutiques en Oncologie;01/02/2025;vol. 10 – n° 6;;nov-déc 2024;;;;;;;Caroline Zerbib, Elizabeth Cohen-Jonathan Moyal, Ahmad Berjaoui;;;;;;;;;;;;;;591;0;Réalisé;1
1210;S033-67;67;S033;Article journal;Uncovering the Genetic Basis of Glioblastoma Heterogeneity through Multimodal Analysis of Whole Slide Images and RNA Sequencing Data;;;;;;;;;Artificial Intelligence in Medecine;01/07/2025;;;;;;;;;;Ahmad Berjaoui, Louis Roussel, Eduardo Hugo Sanchez, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;;;;;;;;;;591;0;Réalisé;1
1211;S033-68;68;S033;Article journal;Clinical outcome and Deep learning imaging characteristics of patients treated by radio-chemotherapy for a “molecular” glioblastoma;;;;;;;;;The Oncologist;01/07/2025;;;;;;;;;;Caroline Zerbib, Lucas Robinet, Soleakhena Ken, Ana Cavillon, Margaux Roques, Delphine Larrieu, Aurore Siegfried, Franck Emmanuel Roux, Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IUCT ONCOPOLE, IRT SAINT EXUPERY;;;;;;;;;;;;;591;0;Réalisé;1
1212;S033-69;69;S033;Communication;Utilisation de l’IA pour la prise en charge personnalisée des patients porteurs de glioblastome;;;Colloque Unicancer;25/01/2025;25/01/2025;Paris;France;;;;;;;;;;;;;Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;non;;;;;;;;;591;0;Réalisé;1
1213;S033-70;70;S033;Communication;Utilisation de l’IA pour la prise en charge personnalisée des patients porteurs de glioblastome;;;Toulouse Onco Week;05/02/2025;05/02/2025;TOULOUSE;France;;;;;;;;;;;;;Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;;;;;;;;;;591;0;Réalisé;1
1214;S033-71;71;S033;Communication;Utilisation de l’IA pour la prise en charge personnalisée des patients porteurs de glioblastome;;;Future Intelligence - IA et Santé;13/03/2025;13/03/2025;Toulouse;France;https://futureintelligence.tech/;;;;;;;;;;;;Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;;;;;;;;;;591;0;Réalisé;1
1215;S033-72;72;S033;Communication;Using sustainable AI to better understand and treat glioblastoma;;;Colloque SHS;21/05/2025;21/05/2025;Lyon;France;;;;;;;;;;;;;Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;;;;;;;;;;591;0;Réalisé;1
1216;S033-73;73;S033;Communication;Using AI to better understand and treat glioblastoma;;;FAPESP Week 2025;11/06/2025;11/06/2025;Toulouse;France;;;;;;;;;;11/06/2025;11/06/2025;;Ahmad Berjaoui, Elizabeth Cohen-Jonathan Moyal;IRT SAINT EXUPERY, IUCT ONCOPOLE;;;;;;;;;;;;;591;0;Réalisé;1
1217;A023-13;13;A023;Article journal;Carbon fibres/RTM6 vitrimer and non-dynamic epoxy thermoset composites: comparative study of manufacturing, mechanical characteristics, water absorption, impact resistance, repairing and compression after impact;;;;;;;;;Composites PartB: Engineering;06/06/2025;Volume 304, September 2025, 112674;;2025;https://doi.org/10.1016/j.compositesb.2025.112674;;;;;;Vincent Schenk a b c ,  Philippe Olivier b ,  Karine Labastie a ,  Mathias Destarac a c ,  Marc Guerre c;a :  IRT Saint Exupéry, bâtiment B612 3 rue Tarfaya, Cedex 4, 31405, Toulouse, France / b:  ICA, Université de Toulouse, UT3, CNRS UMR 5312, Espace C. Ader, 3 Rue Caroline Aigle, 3140, Toulouse, France /  c : Laboratoire SOFTMAT, Université de Toulouse, C;;;;;;;;;;;;;897;0;Réalisé;1
1219;A093-2;2;A093;Article journal;Assessing the Impact of the Off-Stoichiometric Epoxy/Amine Ratio on the Curing Kinetics and Properties of Space-Grade Disulfide-Based Vitrimer Resins;;;;;;;;;ACS Applied Polymer Materials ;19/05/2025;Vol7 / Issue 8;;2025;10.1021/acsapm.5c00637 ;;;;;;Joséphine de Calbiac (1, 2, 3, 4) , Philippe Olivier (2) , Rima Sfar Zbed (1) , Marina Torres , Marion Broutelle (2) , Mathias Destarac (5, 6, 4) , Marc Guerre (7, 3, 8);1 IRT Saint Exupéry - Institut de Recherche Technologique 2 ICA - Institut Clément Ader 3 Softmat - Chimie des colloïdes, polymères & assemblages complexes 4 P3R - Polymères de Précision par Procédés Radicalaires 5 UT3 - Université Toulouse III - Paul Sab;;;;;;;;;;;;;897;0;Réalisé;1
1221;U017-5;5;U017;Communication;Influence of high frequency power cycles on SiC power module lifetime under automotive mission profile;;;ESREF 2025;06/10/2025;09/10/2025;Bordeaux;France;https://esref2025.sciencesconf.org/;;;;;;;;23/03/2025;09/05/2025;10/06/2025;;"	 Bernardo Cougo1, Israel Divan1,2, Duc-Hoan Tran1, Lenin M. F. Morais2, Vitor Araujo2, Renata Oliveira de Sousa3, Marina Labalette1, Caio C. O. Mendes4, Bruno Condamin5, Fabio Coccetti1";IRT Saint Exupéry, Toulouse, France. 2 UFMG, Belo Horizonte, Brazil. 3 UTFPR, Curitiba, Brazil.  4 ST Microelectronics, Toulouse, France. 5 Valeo, Erlangen, Germany.;;;;;;;;;;;;;1272;0;Réalisé;1
1222;A139-1;1;A139;Communication;SONNX: Towards an ONNX Profile for critical systems;;;ERTS 2026;05/02/2026;06/02/2026;Toulouse;Franef;https://conference-erts.org/;;;;;;;;08/06/2025;26/09/2025;11/01/2026;;Eric Jenn, Jean Souyris, Henri Belfy, Loïc Correnson, Mariem Turki, Nicolas Valot;IRT St-Ex, Aibrus Commercial, Thales AVS, CEA, IRT St-Ex, Airbus Helicopter;;;;;;;;;;;;;84;1;Réalisé;1
1223;V215-2;2;V215;Communication;Expressing Performance and Redundancy in OpenMP:  the LIONESS Annotations and Toolchain;;;ERTS 2026;05/02/2026;06/02/2026;Toulouse;France;https://conference-erts.org/;;;;;;;;08/06/2025;26/09/2025;11/01/2026;;Sara Royuela, Eric Jenn, Hubert Guerard, Sylvain Tibério, Giuseppe Italia and Mariem Turki;BSC, IRT St-Ex, Space Codesign, ADS, BSC, IRT Saint-Ex;;;;;;;;;;;;;84;1;Réalisé;1
1224;CSEC-3;3;CSEC;Communication;"	Collaborative Action on Timing InterferenCes: Summary and Perspectives at Mid-term";;;ERTS 2026;05/02/2026;06/02/2026;Toulouse;France;https://conference-erts.org/;;;;;;;;08/06/2025;26/09/2025;11/01/2026;;Claire Maiza, Lionel Rieg, Jean-Luc Béchennec, Mihail Asavoae, Dominique Blouin, Florian Brandner, Thomas Carle, Hugues Cassé, Sebastien Faucou, Pierre-Emmanuel Hladik, Jahier Erwan, Mathieu Jan, Eric Jenn, Loig Jezequel, Dumitru Potop Butucaru, Isabelle ;UGA, UGA, LS2N, CEA, LCTI, LCTI, IRIT, IRIT, LS2N, LS2N, UGA, CEA, IRT St-Ex, LS2N, INRIA, IRISA, VERIMAG, IRIT, IRIT, VERIMAG, LS2N, IRISA, IRIT, VERIMAG, VERIMAG;;;;;;;;;;;;;84;1;Réalisé;1
1225;B090-2;2;B090;Communication;Teaming System Engineers, AI Agents, and tools for Model-Based System Engineering;;;ERTS 2026;05/02/2026;06/02/2026;Toulouse;France;https://conference-erts.org/;;;;;;;;08/06/2025;26/09/2025;11/01/2026;;Ramon Conejo-Laguna, Jean-Marie Gauthier, and Eric Jenn;IRT St-Ex,IRT St-Ex,IRT St-Ex;;;;;;;;;;;;;84;1;Abstract en attente de validation externe;1
1226;CSEC-4;4;CSEC;Communication;A Disciplined Approach to Neural Network Framework Selection for On-board Critical Applications;;;ERTS 2026;05/02/2026;06/02/2026;Toulouse;France;https://conference-erts.org/;;;;;;;;08/06/2025;26/09/2025;11/01/2026;;Christophe Marabotto, Eric Jenn, and Mariem Turki;IRT St-Ex, IRT St-Ex, IRT St-Ex;;;;;;;;;;;;;84;1;Initialisé;1
1229;S023-17;17;S023;Communication;Explaining raw data complexity to improve satellite onboard processing;;;AI4EO Symposium 2025;11/09/2025;12/09/2025;Rennes;France;https://ai4eo2025.irisa.fr/;;;;;;;;;;;;A. Dorise, M. Bellizzi, A. Girard, S. May;CNES, IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1230;S023-18;18;S023;Communication;Floods segmentation in Sentinel-1 and Sentinel-2 images: an evaluation of  TerraMind's ;;;AI4EO Symposium 2025;11/09/2025;12/09/2025;Rennes;France;https://ai4eo2025.irisa.fr/;;;;;;;;;;;;J. Cohen, D. Derksen, A. Girard;CNES, IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1231;S023-19;19;S023;Communication;Monitoring the Ocean from Orbit: First Onboard Runs of  Marine Anomaly Detection for Environmental Protection;;;Living Planet Symposium (LPS 2025);23/06/2025;27/06/2025;Vienne;Autriche;https://lps25.esa.int/;;;;;;;;;;;;T. Goudemant;IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1232;M010-9;9;M010;Poster;Système de mélange de poudres pour l’élaboration de gradients de composition (FGM) par procédé DED-LB (LASER Poudre);;;La Métallurgie, quel avenir !;23/06/2025;27/06/2025;Toulouse;France;https://metav2025.sciencesconf.org/;;;;;;;;27/01/2025;;;;Thomas Gilles1 , Bertrand Max 1 , Simon Perusin 1 , Elise Ferreira 2 , Thomas Elcrin 3;1) IRT Saint Exupéry, Toulouse, France, 2) SAFRAN Additive Manufacturing Campus, Le Haillan, France,  3) AddUp, Cébazat, France;;;;non;;;;;;;;;804;0;Réalisé;1
1236;A074-5;5;A074;Communication;Inverse identification of cure shrinkage of resin within woven composte : application to composite used in Power Electronics;;;ESMC 2025;07/07/2025;11/07/2025;Lyon;France;https://sf2m.fr/events/esmc-2025/;;;;;;;;;;;;Leicht, Girard, Mathieu, Arati, Coccetti, Mercier;;;;;;;;;;;;;;831;0;Réalisé;1
1237;M031-53;53;M031;Article journal;Effect of homogenization heat treatment on the evolution of carbonitrides in powder bed fusion processed INCONEL 718;;;;;;;;;Materials Characterization;09/06/2025;Materials Characterization 227;115271;2025;https://doi.org/10.1016/j.matchar.2025.115271;;;;;;S. Nayir a,1,*, B. Max b, A.D. Iams c, S. Perusin b, J.S. Zuback c, L.A. Giannuzzi d,e, F. Zhang c;a Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, TN, USA b IRT Saint Exup´ery Technological Research Institute, 3 Rue Tarfaya, 31400 Toulouse, France c Material Measurement Laboratory, National Institute of Standards ;;;;;;;;;;;;;101;1;Réalisé;1
1241;S003-2;2;S003;Communication;IP Protection using Simplification and Masking for Model-Based Safety Analysis (MBSA) Model Exchange;;;ESREL-SRA-E 2025;15/06/2025;19/06/2025;Stavanger;Norvège;https://esrel2025.com/;;;;;;;;;;;;Tony GHUELDRE, Wilkinson JOAS, Julien VIDALIE, Xavier DE BOSSOREILLE;IRT Saint Exupéry, IRT Saint Exupéry/Safran Aircraft Engines, IRT Saint Exupéry/Airbus Protect, IRT Saint Exupéry/Airbus Protect;;;;non;;;;;;;;;289;0;Réalisé;1
1242;S003-3;3;S003;Communication;MBSA model-exchange and its challenges;;;International Symposium on Model-Based Safety & Assessment;24/09/2025;26/09/2025;Athènes;Grèce;https://imbsa-conference.com/;;;;;;;;;;;;Tony GHUELDRE, Wilkinson JOAS, Julien VIDALIE, Xavier DE BOSSOREILLE, Sébastien DUTHOIT;IRT Saint Exupéry, IRT Saint Exupéry/Safran Aircraft Engines, IRT Saint Exupéry/Airbus Protect, IRT Saint Exupéry/Airbus Protect, LGM;;;;non;;;;;;;;;289;0;Réalisé;1
1243;S018-9;9;S018;Article journal;Numerical and Experimental Study of Mode Coupling due to Localised Few-mode Fibre Bragg Gratings and a Spatial Mode Multiplexer;;;;;;;;;MDPI Sensors;01/09/2025;;;;;;;;;;James Hainsworth(1,2), Adriana Morana(2), Philippe Veysierre(1), Sylvain Girard(2,3), Emmanuel Marin(2);IRT Saint Exupery (1), Laboratoire Hubert Curien(2), Institut Universitaire de France (3);;;;;;;;;;;;;989;0;Réalisé;1
1244;S023-20;20;S023;Communication;Onboard AI for Environmental Monitoring: Early In-Orbit Results from Multi-Mission Demonstrations;;; International Conference on Advances in Artificial Intelligence (ICAAI 2025);14/11/2025;16/11/2025;Manchester;Royaume-Uni;https://www.icaai.org/;;;;;;;;;;;;T. Goudemant, C. Szywala, A. Girard;IRT Saint Exupéry;;;;non;;;;;;;;;948;0;Réalisé;1
1245;U012-2;2;U012;Communication;CoFMPy: A Python Framework for Rapid Prototyping of FMI-based Digital Twins;;;EDTconf;06/10/2025;07/10/2025;Grand Rapids;États-Unis;https://conf.researchr.org/home/edtconf-2025;;;;;;;;04/07/2025;05/08/2025;20/08/2025;;Corentin Friedrich, Andrés Lombana, Jérôme Fasquel, Charlie Schlick, Nora Bennani, Mouhcine Mendil;IRT Saint Exupéry;;;;;;;;;;;;;1083;0;Réalisé;1
1246;V244-3;3;V244;Poster;Low amplitude High Frequency Power Cycle in SiC MOSFET used in DC/AC converters;;;ECPE PCC meeting Autumn 2024;07/10/2024;07/10/2024;Frankfurt;Allemagne;;;;;;;;;;;;;Bernardo Cougo, Rodrigo Drummond, Nando Kaminski, Michael Vogt, Moritz Hofmann;IRT Saint Exupery, University of Bremen;;;;non;;;;;;;;;1296;0;Réalisé;1
1247;V244-4;4;V244;Article journal;"""""Application-representative high-frequency power cycling of SiC power modules used in inverters and rectifiers""""";;;;;;;;;Microelectronics Reliability;31/12/2025;;;;;;;;;;Rodrigo Drummond, Bernardo Cougo, Duc Hoan Tran;IRT Saint Exupery;;;;;;;;;;;;;1296;0;Réalisé;1
1248;S023-21;21;S023;Communication;From event to action: A reactive loop demonstrator for Earth Observation based on modular AI-driven components;;;Conference on Artificial Intelligence for Defence (CAID 2025);18/11/2025;19/11/2025;Rennes;France;https://caid-conference.eu/;;;;;;;;;;;;B. Francesconi, T. Goudemant, B. Marchand, L. Palluel, H. Meleiro, O. Thiery, A. Girard;IRT Saint Exupéry, Geo4i;;;;non;;;;;;;;;948;0;Réalisé;1
1249;S018-10;10;S018;Communication;Point by Point Inscribed Tilted Fibre Bragg Gratings;;;EOSAM 2025;24/08/2025;29/08/2025;Delft;les Pays-Bas;https://www.europeanoptics.org/events/eos/eosam2025.html;;;;;;;;09/04/2025;05/05/2025;27/08/2025;; James Hainsworth1,2*, Adriana Morana2, Lucas Lescure2, Meriem Kemel1, Marina Arnaud1, Sylvain Girard2,3, Paul Vincent1, Emmanuel Marin2.;" 1 IRT Saint Exupery, B612, 3 Rue Tarfaya, 31400 Toulouse, France; 2 Laboratoire Hubert Curien, Batiment F, 18 Rue Professor Benoît Lauras 42000 Saint-Étienne, France; 3 Institut Universitaire de France (IUF), Ministère de l'Enseignement Supérier et de la";;;;non;;;;;;;;;989;1;Réalisé;1
1254;S023-22;22;S023;Stage;Rapport d'Alternance - Développement et interfaçage de composants pour la réalisation d’un démonstrateur spatial;;;;;;;;;;;;;;;;;;;;Hugo MELEIRO;IUT Nice Côte d’Azur;Thomas GOUDEMANT;01/09/2024;31/08/2025;;;;;;;;;;948;0;Réalisé;1
1256;E003-15;15;E003;Article journal;Methodology for Parasitic Elements Extraction of SiC Power Module Based on N-port Measurement;;;;;;;;;IEEE Transactions on Power Electronics;25/05/2025;40. N. 10.;14962 - 14973;2025;10.1109/TPEL.2025.3570619;;;;;;Gregory Almeida,  Sebastien Serpaud, Victor Dos Santos, Bernardo Cougo, Fabio Coccetti;IRT Saint Exupery, SafranTech;;;;;;;;;;;;;46;0;Réalisé;1
